ID,Name,Type1,Type2,Stat Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Pokedex Entry,Images
803,Poipole,Poison, ,420,67,73,67,73,67,73,7,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/803.png
804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,7,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/804.png
805,Stakataka,Rock,Steel,570,61,131,211,53,101,13,7,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/805.png
806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,7,It slithers toward people. Then without warning it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/806.png
807,Zeraora,Electric, ,600,88,112,75,102,80,143,7,It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack they’ll be electrocuted by the flying sparks.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/807.png
808,Meltan,Steel, ,300,46,65,65,55,35,34,7,It melts particles of iron and other metals found in the subsoil so it can absorb them into its body of molten steel.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/808.png
809,Melmetal,Steel, ,600,135,143,143,80,65,34,7,At the end of its life-span Melmetal will rust and fall apart. The small shards left behind will eventually be reborn as Meltan.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/809.png
810,Grookey,Grass, ,310,50,65,50,40,40,65,8,The stick Grookey holds has grown harder and more flexible after soaking in the energy that emanates from inside Grookey’s body.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/810.png
811,Thwackey,Grass, ,420,70,85,70,55,60,80,8,It skillfully uses its two sticks not only for drumming out rapid beats but also for pummeling opponents during battle.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/811.png
812,Rillaboom,Grass, ,530,100,125,90,60,70,85,8,Though it has a calm disposition it won’t tolerate those who drum up discord. It strictly disciplines offenders until they learn their lesson.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/812.png
813,Scorbunny,Fire, ,310,50,71,40,40,40,69,8,Once its body has heated up Scorbunny can use the full extent of its power. That’s why it does warm-up exercises.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/813.png
814,Raboot,Fire, ,420,65,86,60,55,60,94,8,Thanks to its soft and fluffy fur Raboot can easily heat up its fire energy and produce flames with more power.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/814.png
815,Cinderace,Fire, ,530,80,116,75,65,75,119,8,Although Cinderace loses its cool easily it will battle flawlessly for a Trainer it trusts.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/815.png
816,Sobble,Water, ,310,50,40,40,70,40,70,8,It gets berries to eat by shooting them down with bullets of water it spurts from its mouth. Its aim is perfect.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/816.png
817,Drizzile,Water, ,420,65,60,55,95,55,90,8,It extends its long slimy tongue at blinding speeds and finishes off its prey with great skill.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/817.png
818,Inteleon,Water, ,530,70,85,65,125,65,120,8,It uses special lenses in its eyes to sense things about its opponents—like their body heat—then attacks once it identifies a weak spot.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/818.png
819,Skwovet,Normal, ,275,70,55,55,35,35,25,8,It stores berries in its cheeks. When there are no berries to be found Skwovet will stuff pebbles into its cheeks to stave off its cravings.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/819.png
820,Greedent,Normal, ,460,120,95,95,55,75,20,8,If it spots a berry tree it will immediately go to gather berries without a sideways glance—even if it’s in the middle of a battle.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/820.png
821,Rookidee,Flying, ,245,38,47,35,33,35,57,8,This Pokemon is brave and reckless. The white markings around a Rookidee’s eyes intimidate fainthearted Pokemon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/821.png
822,Corvisquire,Flying, ,365,68,67,55,43,55,77,8,It’s said that the reason behind Corvisquire’s high level of intelligence is the large size of its brain relative to those of other bird Pokemon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/822.png
823,Corviknight,Flying,Steel,495,98,87,105,53,85,67,8,Corviknight can’t serve as a taxi service in Paldea because the Pokemon’s natural predators will attack it while it flies endangering the customer.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/823.png
824,Blipbug,Bug, ,180,25,20,20,25,45,45,8,A constant collector of information this Pokemon is very smart. Very strong is what it isn’t.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/824.png
825,Dottler,Bug,Psychic,335,50,35,80,50,90,30,8,It barely moves but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/825.png
826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,8,It’s famous for its high level of intelligence and the large size of its brain is proof that it also possesses immense psychic power.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/826.png
827,Nickit,Dark, ,245,40,28,28,47,52,50,8,Aided by the soft pads on its feet it silently raids the food stores of other Pokemon. It survives off its ill-gotten gains.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/827.png
828,Thievul,Dark, ,455,70,58,58,87,92,90,8,It secretly marks potential targets with a scent. By following the scent it stalks its targets and steals from them when they least expect it.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/828.png
829,Gossifleur,Grass, ,250,40,40,60,40,60,10,8,It anchors itself in the ground with its single leg then basks in the sun. After absorbing enough sunlight its petals spread as it blooms brilliantly.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/829.png
830,Eldegoss,Grass, ,460,60,50,90,80,120,60,8,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokemon can benefit from them.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/830.png
831,Wooloo,Normal, ,270,42,40,55,40,45,48,8,Its curly fleece is such an effective cushion that this Pokemon could fall off a cliff and stand right back up at the bottom unharmed.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/831.png
832,Dubwool,Normal, ,490,72,80,100,60,90,88,8,Weave a carpet from its springy wool and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/832.png
833,Chewtle,Water, ,284,50,64,50,38,38,44,8,Its large front tooth is still growing in. When the tooth itches this Pokemon will bite another Chewtle’s horn and the two Pokemon will tussle.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/833.png
834,Drednaw,Water,Rock,485,90,115,90,48,68,74,8,Its massive jagged teeth can crush a boulder in a single bite. This Pokemon has an extremely vicious disposition.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/834.png
835,Yamper,Electric, ,270,59,45,50,40,50,26,8,This Pokemon is very popular as a herding dog in the Galar region. As it runs it generates electricity from the base of its tail.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/835.png
836,Boltund,Electric, ,490,69,90,60,90,60,121,8,This Pokemon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/836.png
837,Rolycoly,Rock, ,240,30,40,50,40,50,30,8,On sunny days Rolycoly will come out onto grassy plains and roll around. Then it will eat the grass that gets tangled in its wheel-like leg.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/837.png
838,Carkol,Rock,Fire,410,80,60,90,60,70,50,8,The temperature inside its body increases when it experiences strong emotions. It rolls around frantically while spewing flames.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/838.png
839,Coalossal,Rock,Fire,510,110,80,120,80,90,30,8,To intimidate its opponents Coalossal will vigorously shake its body scattering coal from its smoldering back.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/839.png
840,Applin,Grass,Dragon,260,40,40,80,40,40,20,8,It grows by eating the flesh of an apple. Applin uses its own body fluid to strengthen the apple’s skin and prevent it from rotting.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/840.png
841,Flapple,Grass,Dragon,485,70,110,80,95,60,70,8,It flutters around while seeking an opening in the opponent’s guard then attacks by spitting acidic liquid strong enough to melt metal.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/841.png
842,Appletun,Grass,Dragon,485,110,85,80,100,80,30,8,It feeds mainly on sweet apples. It will also eat small bug Pokemon that are attracted by its sweet nectar.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/842.png
843,Silicobra,Ground, ,315,52,57,75,35,50,46,8,Silicobra’s neck pouch which can inflate and deflate like a balloon gets more elastic each time Silicobra sheds its skin.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/843.png
844,Sandaconda,Ground, ,510,72,107,125,65,70,71,8,It will expand its body as much as it can and then contract itself blasting out sand with enough force to wash away a dump truck.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/844.png
845,Cramorant,Flying,Water,475,70,85,55,85,95,85,8,Cramorant instinctively swallow everything whole. They’re at their most formidable when they’re struggling to swallow overly large prey.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/845.png
846,Arrokuda,Water, ,280,41,63,40,40,30,66,8,Arrokuda can swim quickly only in a straight line. The ones that become sluggish from overeating are the first to be targeted by flocks of Wattrel.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/846.png
847,Barraskewda,Water, ,490,61,123,60,60,50,136,8,It spins its tail fins to leap from the water then viciously bites down on Wingull flying close to the water’s surface.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/847.png
848,Toxel,Electric,Poison,242,40,38,35,54,35,40,8,It has no problem drinking dirty water. An organ inside Toxel’s body filters such water into a poisonous liquid that is harmless to Toxel.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/848.png
849,Toxtricity,Electric,Poison,502,75,98,70,114,70,75,8,Many youths admire the way this Pokemon listlessly picks fights and keeps its cool no matter what opponent it faces.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/849.png
850,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,8,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/850.png
851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,8,When it heats up its body temperature reaches about 1500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/851.png
852,Clobbopus,Fighting, ,310,50,68,60,50,50,32,8,It’s very curious but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/852.png
853,Grapploct,Fighting, ,480,80,118,90,70,80,42,8,A body made up of nothing but muscle makes the grappling moves this Pokemon performs with its tentacles tremendously powerful.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/853.png
854,Sinistea,Ghost, ,308,40,45,45,74,54,50,8,The soul of someone who died alone possessed some leftover tea. This Pokemon appears in hotels and houses.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/854.png
855,Polteageist,Ghost, ,508,60,65,65,134,114,70,8,The tea that composes Polteageist’s body has a distinct and enjoyable flavor. Drinking too much however can be fatal.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/855.png
856,Hatenna,Psychic, ,265,42,30,45,56,53,39,8,Because the emotions of others constantly flow into its head this Pokemon prefers environments where no other creatures live.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/856.png
857,Hattrem,Psychic, ,370,57,40,65,86,73,49,8,To this Pokemon strong emotions apparently feel like incredibly loud noises—even if the emotions are happy ones.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/857.png
858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,8,Hatterene knocks out those that intrude in its home forest by blasting them with a beam then slashing with claws enhanced by psychic power.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/858.png
859,Impidimp,Dark,Fairy,265,45,45,30,55,40,50,8,The reason this Pokemon causes trouble for those it feels close to is because Impidimp itself gets irritable if it can’t absorb negative emotions.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/859.png
860,Morgrem,Dark,Fairy,370,65,60,45,75,55,70,8,Morgrem prefers dirty tactics like ambushing because it doesn’t have confidence in its brawn.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/860.png
861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,8,This Pokemon has complete control over its hair. Grimmsnarl normally keeps its hair wrapped around its body to support its muscles.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/861.png
862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,8,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/862.png
863,Perrserker,Steel, ,440,70,110,100,50,60,50,8,What appears to be an iron helmet is actually hardened hair. This Pokemon lives for the thrill of battle.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/863.png
864,Cursola,Ghost, ,510,60,95,50,145,130,30,8,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokemon’s core spirit.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/864.png
865,Sirfetch'd,Fighting, ,507,62,135,95,68,82,65,8,Only Farfetch’d that have survived many battles can attain this evolution. When this Pokemon’s leek withers it will retire from combat.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/865.png
866,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70,8,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/866.png
867,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,8,A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask the painting began to move.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/867.png
868,Milcery,Fairy, ,270,45,40,40,50,61,34,8,The more sweet aromas it absorbs the more its body swells. Milcery will deflate when its energy level drops.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/868.png
869,Alcremie,Fairy, ,495,65,60,75,110,121,64,8,Desserts that Alcremie have decorated with their cream have a rich sweet flavor and bring happiness to all who eat them.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/869.png
870,Falinks,Fighting, ,470,65,100,100,70,60,75,8,The brass which is the one that stands at the front and issues orders is the strongest and smartest of the six.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/870.png
871,Pincurchin,Electric, ,435,48,101,95,91,85,15,8,This Pokemon generates electricity when it digests food. It uses its five hard teeth to scrape seaweed off surfaces and eat it.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/871.png
872,Snom,Ice,Bug,185,30,25,35,45,30,20,8,It eats snow that has accumulated on the ground. It prefers soft freshly fallen snow so it will eat its way up a mountain aiming for the peak.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/872.png
873,Frosmoth,Ice,Bug,475,70,65,60,125,90,65,8,Frosmoth senses air currents with its antennae. It sends its scales drifting on frigid air making them fall like snow.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/873.png
874,Stonjourner,Rock, ,470,100,125,135,20,20,70,8,The elemental composition of the rocks that form its body were found to match the bedrock of a land far away from this Pokemon’s habitat.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/874.png
875,Eiscue,Ice, ,470,75,80,110,65,90,50,8,On hot days these Pokemon press their ice cube heads together and pass the time cooling each other down.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/875.png
876,Indeedee,Psychic,Normal,475,60,65,55,105,95,95,8,This Pokemon picks up on the positive emotions of other creatures via its horns and uses those emotions to fuel itself.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/876.png
877,Morpeko,Electric,Dark,436,58,95,58,70,58,97,8,Morpeko eats seeds constantly to keep its hunger at bay. If it’s hungry for too long it grows wild and brutish.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/877.png
878,Cufant,Steel, ,330,72,80,49,40,49,40,8,Using the pointy tip of its trunk it carves off chunks of hard rocks to eat. It is very docile and helps people with physical labor.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/878.png
879,Copperajah,Steel, ,500,122,130,69,80,69,30,8,This Pokemon was brought to Paldea long ago by people from a faraway land. It’s so strong that it can easily pull an airplane.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/879.png
880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,8,In ancient times it was unbeatable thanks to its powerful lower body but it went extinct anyway after it depleted all its plant-based food sources.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/880.png
881,Arctozolt,Electric,Ice,505,90,100,90,90,80,55,8,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/881.png
882,Dracovish,Water,Dragon,505,90,90,100,70,80,75,8,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/882.png
883,Arctovish,Water,Ice,505,90,90,100,80,90,55,8,Though it’s able to capture prey by freezing its surroundings it has trouble eating the prey afterward because its mouth is on top of its head.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/883.png
884,Duraludon,Steel,Dragon,535,70,95,115,120,50,85,8,Duraludon’s body is comprised of a special metal that’s lightweight and scratch resistant. It’s also smooth as though it was given a mirror finish.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/884.png
885,Dreepy,Dragon,Ghost,270,28,60,30,40,30,82,8,In the evening groups of Dreepy will fly at high speeds over the ocean and poke at Pokemon in the water for fun.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/885.png
886,Drakloak,Dragon,Ghost,410,68,80,50,60,50,102,8,This Pokemon flies around at over 120 miles per hour. If a Drakloak is defeated in a battle its Dreepy will wander off without a second thought.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/886.png
887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,8,Dragapult can make its whole body transparent by clearing its mind and focusing. Even the Dreepy in Dragapult’s horns become invisible.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/887.png
888,Zacian,Fairy,Steel,700,92,150,115,80,115,148,8,Known as a legendary hero this Pokemon absorbs metal particles transforming them into a weapon it uses to battle.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/888.png
889,Zamazenta,Fighting,Steel,700,92,120,140,80,140,128,8,In times past it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/889.png
890,Eternatus,Poison,Dragon,690,140,85,95,145,95,130,8,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/890.png
891,Kubfu,Fighting, ,385,60,90,60,53,50,72,8,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/891.png
892,Urshifu,Fighting,Water,550,100,130,100,63,60,97,8,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/892.png
893,Zarude,Dark,Grass,600,105,120,105,70,95,105,8,Within dense forests this Pokemon lives in a pack with others of its kind. It’s incredibly aggressive and the other Pokemon of the forest fear it.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/893.png
894,Regieleki,Electric, ,580,80,100,50,100,50,200,8,This Pokemon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokemon’s latent power.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/894.png
895,Regidrago,Dragon, ,580,200,100,50,100,50,80,8,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokemon. The theory remains unproven.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/895.png
896,Glastrier,Ice, ,580,100,145,130,65,110,30,8,Glastrier emits intense cold from its hooves. It’s also a belligerent Pokemon—anything it wants it takes by force.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/896.png
897,Spectrier,Ghost, ,580,100,65,60,145,80,130,8,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/897.png
898,Calyrex,Psychic,Grass,500,100,80,80,80,80,80,8,Calyrex is a merciful Pokemon capable of providing healing and blessings. It reigned over the Galar region in times of yore.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/898.png
899,Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65,8,The black orbs shine with an uncanny light when the Pokemon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/899.png
900,Kleavor,Bug,Rock,500,70,130,95,45,75,85,8,Parts of its body turned to stone when it evolved thanks to an extremely rare ore found in volcanic areas.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/900.png
901,Ursaluna,Ground,Normal,550,130,140,105,45,80,50,8,I believe it was Hisui’s swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/901.png
902,Basculegion,Water,Ghost,530,120,92,65,100,75,78,8,This Pokemon is cloaked in the souls of its comrades who perished during a punishing journey to the river of their birth.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/902.png
903,Sneasler,Fighting,Poison,510,80,130,60,40,80,120,8,Because of Sneasler’s virulent poison and daunting physical prowess no other species could hope to best it on the frozen highlands. Preferring solitude this species does not form packs.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/903.png
904,Overqwil,Dark,Poison,510,85,115,95,65,65,85,8,Overqwil’s poisonous spikes will reflexively react even while Overqwil sleeps stabbing any moving thing that approaches.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/904.png
905,Enamorus,Fairy,Flying,580,74,115,110,135,100,46,8,When it flies to this land from across the sea the bitter winter comes to an end. According to legend this Pokemon’s love gives rise to the budding of fresh life across Hisui.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/905.png
906,Sprigatito,Grass, ,310,40,61,54,45,45,65,9,Its fluffy fur is similar in composition to plants. This Pokemon frequently washes its face to keep it from drying out.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/906.png
907,Floragato,Grass, ,410,61,80,63,60,63,83,9,Floragato deftly wields the vine hidden beneath its long fur slamming the hard flower bud against its opponents.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/907.png
908,Meowscarada,Grass,Dark,530,76,110,70,81,70,123,9,This Pokemon uses the reflective fur lining its cape to camouflage the stem of its flower creating the illusion that the flower is floating.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/908.png
909,Fuecoco,Fire, ,310,67,45,59,63,40,36,9,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/909.png
910,Crocalor,Fire, ,411,81,55,78,90,58,49,9,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokemon’s head.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/910.png
911,Skeledirge,Fire,Ghost,530,104,75,100,110,75,66,9,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/911.png
912,Quaxly,Water, ,310,55,65,45,50,45,50,9,This Pokemon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/912.png
913,Quaxwell,Water, ,410,70,85,65,65,60,65,9,These Pokemon constantly run through shallow waters to train their legs then compete with each other to see which of them kicks most gracefully.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/913.png
914,Quaquaval,Water,Fighting,530,85,120,80,85,75,85,9,A single kick from a Quaquaval can send a truck rolling. This Pokemon uses its powerful legs to perform striking dances from far-off lands.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/914.png
915,Lechonk,Normal, ,254,54,45,40,35,45,35,9,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/915.png
916,Oinkologne,Normal, ,489,110,100,75,59,80,65,9,Oinkologne is proud of its fine glossy skin. It emits a concentrated scent from the tip of its tail.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/916.png
917,Tarountula,Bug, ,210,35,41,45,29,40,20,9,The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther this Pokemon’s natural enemy.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/917.png
918,Spidops,Bug, ,404,60,79,92,52,86,35,9,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/918.png
919,Nymble,Bug, ,210,33,46,40,21,25,45,9,It has its third set of legs folded up. When it’s in a tough spot this Pokemon jumps over 30 feet using the strength of its legs.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/919.png
920,Lokix,Bug,Dark,450,71,102,78,52,55,92,9,When it decides to fight all out it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/920.png
921,Pawmi,Electric, ,240,45,50,20,40,25,60,9,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/921.png
922,Pawmo,Electric,Fighting,350,60,75,40,50,40,85,9,When its group is attacked Pawmo is the first to leap into battle defeating enemies with a fighting technique that utilizes electric shocks.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/922.png
923,Pawmot,Electric,Fighting,490,70,115,70,70,60,105,9,This Pokemon normally is slow to react but once it enters battle it will strike down its enemies with lightning-fast movements.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/923.png
924,Tandemaus,Normal, ,305,50,50,45,40,45,75,9,Exhibiting great teamwork they use their incisors to cut pieces out of any material that might be useful for a nest then make off with them.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/924.png
925,Maushold,Normal, ,470,74,75,70,65,75,111,9,The two little ones just appeared one day. The group might be a family of related Pokemon but nobody knows for sure.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/925.png
926,Fidough,Fairy, ,312,37,55,70,30,55,65,9,This Pokemon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokemon’s vicinity.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/926.png
927,Dachsbun,Fairy, ,477,57,80,115,50,80,95,9,The pleasant aroma that emanates from this Pokemon’s body helps wheat grow so Dachsbun has been treasured by farming villages.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/927.png
928,Smoliv,Grass,Normal,260,41,35,45,58,51,30,9,It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/928.png
929,Dolliv,Grass,Normal,354,52,53,60,78,78,33,9,Dolliv shares its tasty fresh-scented oil with others. This species has coexisted with humans since times long gone.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/929.png
930,Arboliva,Grass,Normal,510,78,69,90,125,109,39,9,This calm Pokemon is very compassionate. It will share its delicious nutrient-rich oil with weakened Pokemon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/930.png
931,Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,9,These Pokemon prefer to live in cities. They form flocks based on the color of their feathers and they fight over territory.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/931.png
932,Nacli,Rock, ,280,55,55,75,35,35,25,9,It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days as they would share precious salt.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/932.png
